{5, 8, 12, 14, 18, 21, 24, 26, 27, 29, 33, 35, 38, 41, 47, 53, 55, 61, 66, 68},
{6, 8, 15, 16, 17, 18, 21, 28, 35, 42, 46, 49, 51, 53, 54, 62, 65, 66, 68, 69},
{10, 11, 12, 18, 23, 27, 29, 31, 35, 42, 45, 49, 51, 54, 56, 57, 60, 61, 62, 65},
{2, 4, 5, 6, 11, 12, 22, 24, 25, 30, 36, 44, 47, 48, 52, 53, 54, 58, 63, 65},
{2, 7, 9, 10, 12, 13, 15, 23, 27, 28, 30, 33, 38, 41, 48, 49, 53, 58, 61, 62},
{1, 4, 7, 9, 10, 11, 17, 22, 31, 38, 39, 41, 44, 47, 50, 58, 60, 64, 68, 70},
{6, 9, 12, 19, 20, 21, 22, 30, 32, 34, 35, 39, 40, 42, 43, 46, 48, 54, 55, 68},
{5, 15, 17, 18, 21, 23, 24, 26, 32, 36, 41, 51, 52, 55, 58, 59, 60, 61, 62, 68},
{1, 2, 8, 10, 11, 13, 14, 15, 18, 27, 29, 30, 35, 39, 41, 52, 54, 62, 64, 67},
{4, 5, 7, 9, 11, 14, 16, 17, 25, 33, 35, 40, 43, 45, 53, 56, 58, 60, 63, 65},
{3, 17, 18, 20, 23, 29, 31, 33, 34, 35, 38, 43, 44, 45, 47, 54, 56, 59, 60, 62},
{3, 4, 8, 9, 15, 26, 28, 32, 37, 44, 49, 54, 55, 56, 57, 62, 63, 64, 66, 69},
{11, 16, 19, 26, 28, 33, 37, 42, 44, 45, 46, 47, 48, 53, 55, 57, 63, 64, 65, 67},
{1, 2, 4, 10, 12, 14, 21, 23, 32, 34, 36, 40, 41, 43, 47, 48, 52, 60, 65, 70},
{1, 2, 8, 15, 19, 20, 21, 23, 32, 33, 38, 39, 40, 47, 50, 60, 64, 65, 68, 70},
{1, 10, 13, 15, 19, 24, 26, 27, 34, 35, 42, 43, 44, 48, 50, 52, 53, 57, 68, 69},
{1, 2, 3, 6, 7, 11, 13, 15, 19, 20, 26, 36, 40, 42, 50, 54, 57, 61, 66, 67},
{1, 9, 11, 13, 19, 24, 26, 31, 34, 36, 38, 42, 43, 47, 48, 53, 56, 68, 69, 70},
{5, 6, 7, 9, 13, 19, 24, 29, 30, 34, 36, 44, 46, 50, 53, 54, 56, 57, 62, 70},
{2, 11, 13, 15, 17, 24, 25, 29, 40, 49, 50, 51, 57, 58, 60, 63, 64, 66, 68, 69},
{4, 8, 9, 12, 15, 17, 18, 19, 20, 22, 24, 25, 29, 38, 42, 46, 53, 54, 58, 65},
{3, 11, 13, 16, 19, 25, 27, 32, 33, 35, 36, 38, 44, 46, 47, 53, 57, 61, 64, 65},
{3, 7, 12, 15, 22, 23, 27, 29, 32, 34, 41, 42, 43, 44, 47, 52, 60, 61, 64, 65},
{2, 5, 6, 8, 12, 13, 18, 19, 21, 42, 47, 48, 53, 56, 59, 61, 62, 65, 68, 69},
{2, 7, 8, 16, 17, 18, 23, 25, 31, 34, 35, 48, 49, 55, 59, 63, 64, 66, 69, 70},
{3, 5, 10, 13, 14, 16, 19, 21, 26, 31, 32, 33, 39, 43, 45, 49, 55, 60, 67, 68},
{11, 20, 21, 23, 29, 30, 33, 37, 39, 41, 46, 49, 53, 54, 57, 58, 60, 61, 64, 65},
{1, 3, 14, 23, 25, 27, 29, 30, 35, 37, 41, 42, 45, 47, 48, 53, 58, 59, 62, 65},
{11, 12, 17, 18, 24, 29, 38, 44, 45, 51, 53, 55, 60, 62, 64, 65, 66, 68, 69, 70},
{1, 3, 18, 21, 23, 26, 27, 32, 33, 36, 37, 40, 42, 55, 56, 57, 60, 63, 66, 67},
{2, 6, 7, 8, 9, 12, 14, 20, 27, 28, 33, 36, 41, 46, 49, 53, 56, 61, 62, 66},
{3, 5, 10, 14, 16, 19, 24, 26, 27, 30, 31, 40, 44, 45, 47, 51, 56, 57, 63, 68},
{1, 14, 15, 23, 25, 31, 36, 39, 41, 44, 45, 48, 52, 54, 55, 61, 62, 64, 66, 68},
{4, 9, 19, 21, 25, 26, 27, 28, 31, 33, 37, 40, 46, 48, 51, 57, 59, 64, 65, 67},
{1, 2, 8, 10, 23, 26, 27, 28, 34, 35, 37, 49, 54, 55, 57, 61, 63, 65, 67, 69},
{2, 3, 4, 14, 16, 20, 22, 23, 29, 33, 37, 39, 51, 52, 53, 54, 55, 58, 60, 65},
{1, 3, 4, 5, 9, 10, 14, 15, 25, 34, 38, 40, 44, 48, 52, 55, 56, 57, 59, 68},
{1, 3, 4, 5, 6, 7, 14, 16, 18, 21, 22, 23, 38, 45, 46, 49, 52, 58, 59, 64},
{1, 4, 7, 9, 11, 16, 19, 21, 22, 25, 33, 40, 48, 52, 56, 58, 63, 67, 68, 69},
{1, 2, 3, 14, 18, 19, 24, 25, 27, 28, 35, 37, 41, 43, 50, 58, 62, 64, 66, 67},
{2, 10, 12, 16, 22, 27, 29, 35, 36, 38, 42, 45, 46, 48, 54, 56, 57, 60, 61, 67},
{1, 3, 7, 9, 12, 20, 24, 30, 37, 42, 44, 45, 57, 59, 60, 61, 64, 65, 68, 70},
{1, 8, 15, 17, 22, 24, 26, 32, 33, 36, 37, 38, 41, 45, 49, 59, 60, 64, 67, 68},
{13, 14, 21, 24, 27, 29, 30, 33, 34, 38, 46, 47, 49, 50, 51, 54, 57, 58, 60, 70},
{3, 4, 8, 11, 17, 22, 26, 34, 38, 39, 47, 49, 50, 54, 55, 56, 57, 58, 60, 67},
{14, 17, 19, 24, 26, 30, 34, 35, 36, 42, 45, 51, 53, 57, 58, 59, 61, 63, 67, 68},
{1, 10, 13, 16, 17, 19, 23, 34, 40, 45, 48, 50, 51, 52, 53, 58, 60, 65, 66, 69},
{2, 4, 6, 7, 8, 9, 13, 16, 18, 20, 21, 22, 28, 30, 31, 36, 49, 53, 60, 69},
{3, 4, 7, 8, 11, 15, 20, 28, 29, 31, 32, 40, 51, 52, 53, 58, 59, 60, 63, 70},
{2, 3, 6, 9, 16, 24, 27, 31, 32, 33, 37, 39, 41, 43, 46, 52, 61, 63, 67, 69},
{13, 15, 22, 27, 32, 36, 37, 39, 40, 41, 47, 49, 50, 51, 55, 56, 60, 62, 64, 69},
{1, 2, 6, 8, 12, 13, 14, 19, 20, 26, 33, 35, 38, 41, 43, 59, 63, 65, 68, 69},
{4, 6, 10, 12, 15, 23, 31, 32, 34, 38, 43, 46, 50, 51, 57, 58, 63, 64, 65, 70},
{5, 6, 7, 14, 15, 19, 23, 25, 27, 30, 36, 41, 43, 49, 51, 53, 54, 55, 56, 59},
{3, 4, 8, 14, 16, 24, 25, 35, 38, 41, 46, 47, 53, 54, 57, 59, 62, 64, 69, 70},
{10, 11, 13, 15, 17, 20, 25, 27, 32, 33, 39, 42, 44, 50, 59, 60, 64, 65, 66, 70},
{4, 9, 13, 14, 20, 29, 31, 34, 40, 43, 44, 45, 49, 52, 55, 56, 59, 60, 63, 70},
{1, 6, 8, 11, 14, 15, 20, 23, 25, 26, 29, 32, 42, 46, 47, 52, 54, 56, 67, 70},
{6, 8, 12, 17, 24, 32, 33, 39, 44, 49, 57, 58, 59, 63, 64, 65, 66, 67, 68, 69},
{5, 6, 9, 22, 25, 27, 34, 35, 37, 39, 40, 44, 51, 53, 56, 58, 59, 61, 69, 70},
{4, 11, 16, 19, 22, 24, 28, 30, 37, 40, 47, 50, 51, 52, 53, 55, 59, 64, 65, 70},
{3, 9, 13, 15, 17, 22, 24, 26, 30, 33, 36, 39, 43, 46, 47, 49, 56, 60, 65, 70},
{14, 15, 24, 27, 30, 31, 35, 36, 40, 46, 50, 54, 57, 60, 61, 62, 63, 67, 68, 70},
{3, 4, 8, 10, 17, 23, 24, 26, 27, 28, 29, 32, 39, 48, 50, 52, 53, 63, 65, 68},
{3, 5, 9, 18, 20, 22, 23, 26, 28, 31, 33, 35, 43, 44, 56, 58, 60, 67, 69, 70},
{2, 7, 9, 10, 11, 15, 22, 23, 24, 25, 31, 33, 35, 41, 43, 49, 57, 62, 65, 68},
{1, 5, 10, 11, 14, 16, 20, 22, 23, 26, 29, 30, 31, 38, 40, 41, 60, 61, 63, 69},
{3, 8, 16, 19, 20, 24, 25, 27, 30, 31, 35, 37, 39, 45, 48, 53, 54, 61, 63, 64},
{1, 6, 8, 12, 16, 17, 22, 23, 28, 29, 31, 32, 36, 42, 46, 54, 56, 58, 66, 68},
{3, 11, 15, 20, 21, 23, 24, 25, 35, 40, 43, 45, 46, 47, 49, 50, 54, 58, 66, 68},
{3, 7, 9, 12, 15, 22, 23, 27, 29, 34, 38, 41, 45, 46, 47, 57, 62, 65, 66, 70},
{6, 15, 16, 19, 28, 31, 32, 37, 38, 39, 48, 49, 55, 56, 57, 58, 59, 61, 64, 68},
{2, 3, 11, 22, 25, 28, 33, 35, 37, 38, 39, 41, 51, 56, 57, 59, 61, 64, 65, 69},
{2, 5, 7, 15, 18, 20, 28, 29, 30, 31, 33, 35, 37, 39, 51, 53, 58, 67, 68, 69},
{1, 5, 7, 9, 10, 13, 14, 16, 27, 28, 34, 37, 41, 43, 45, 54, 57, 58, 67, 70},
{3, 5, 6, 7, 8, 12, 14, 20, 21, 30, 31, 37, 40, 44, 49, 50, 61, 65, 67, 69},
{1, 7, 8, 11, 12, 17, 18, 24, 29, 30, 31, 35, 39, 47, 49, 54, 61, 63, 68, 70},
{8, 9, 11, 14, 18, 23, 25, 28, 30, 32, 34, 42, 46, 51, 52, 56, 58, 62, 65, 70},
{9, 10, 12, 16, 17, 24, 25, 27, 36, 38, 45, 46, 50, 52, 54, 55, 56, 58, 61, 62},
{9, 11, 14, 16, 21, 26, 27, 29, 32, 39, 42, 45, 48, 49, 52, 55, 62, 67, 69, 70},
{1, 3, 4, 7, 10, 14, 17, 19, 25, 33, 37, 38, 41, 42, 56, 62, 65, 67, 69, 70},
{2, 6, 9, 11, 14, 15, 19, 25, 26, 28, 30, 41, 45, 48, 50, 51, 57, 66, 68, 70},
{3, 5, 8, 10, 15, 17, 19, 23, 25, 31, 32, 34, 38, 45, 54, 57, 58, 60, 65, 66},
{1, 2, 3, 12, 13, 14, 22, 27, 31, 32, 35, 42, 44, 45, 46, 49, 53, 57, 64, 65},
{3, 4, 6, 18, 22, 24, 25, 26, 27, 29, 30, 32, 46, 47, 49, 54, 57, 58, 59, 67},
{2, 4, 5, 7, 11, 13, 26, 32, 37, 40, 49, 55, 56, 58, 59, 63, 64, 67, 68, 70},
{1, 6, 8, 11, 13, 14, 15, 21, 23, 26, 35, 41, 42, 52, 53, 55, 59, 61, 65, 66},
{4, 8, 9, 10, 17, 19, 20, 22, 25, 26, 28, 32, 38, 50, 54, 60, 62, 64, 67, 70},
{10, 14, 15, 18, 19, 22, 25, 27, 32, 33, 40, 41, 42, 48, 53, 56, 57, 66, 68, 69},
{2, 4, 6, 7, 11, 12, 19, 25, 26, 31, 36, 40, 46, 47, 52, 59, 61, 62, 63, 64},
{10, 13, 14, 18, 19, 20, 24, 29, 32, 34, 36, 39, 44, 47, 48, 54, 55, 62, 64, 66},
{3, 6, 7, 8, 10, 14, 18, 19, 22, 32, 35, 36, 41, 42, 52, 53, 55, 58, 64, 65},
{1, 2, 5, 8, 13, 15, 19, 21, 22, 25, 28, 32, 39, 44, 46, 50, 52, 61, 62, 70},
{4, 5, 8, 11, 13, 16, 17, 18, 20, 23, 29, 35, 42, 52, 55, 56, 58, 60, 65, 66},
{2, 7, 11, 13, 16, 21, 22, 24, 25, 26, 29, 32, 35, 43, 46, 51, 53, 61, 64, 66},
{1, 2, 4, 6, 11, 12, 13, 18, 26, 33, 35, 37, 40, 42, 45, 56, 64, 65, 69, 70},
{6, 7, 8, 11, 14, 15, 17, 26, 27, 28, 34, 41, 45, 46, 52, 55, 57, 60, 61, 64},
{12, 13, 18, 19, 24, 25, 26, 28, 30, 34, 35, 37, 39, 43, 46, 53, 57, 58, 62, 69},
{3, 4, 9, 14, 17, 26, 28, 33, 38, 40, 42, 48, 53, 55, 56, 58, 62, 66, 67, 68},
{2, 7, 13, 16, 17, 19, 20, 21, 25, 26, 32, 34, 35, 38, 42, 52, 53, 54, 63, 65},
{9, 10, 12, 15, 16, 21, 26, 28, 29, 31, 32, 34, 45, 46, 48, 49, 55, 63, 67, 69},
{11, 13, 23, 26, 28, 35, 37, 38, 40, 41, 42, 46, 50, 52, 55, 62, 63, 64, 65, 68},
{3, 7, 8, 9, 10, 13, 22, 26, 27, 28, 36, 40, 44, 47, 58, 60, 61, 64, 67, 68},
{3, 5, 6, 7, 10, 12, 18, 21, 32, 33, 34, 44, 49, 51, 53, 56, 57, 63, 65, 67},
{3, 5, 8, 9, 11, 15, 16, 17, 23, 30, 33, 36, 37, 47, 49, 53, 62, 64, 65, 68},
{8, 10, 16, 21, 24, 32, 34, 36, 38, 49, 50, 54, 57, 58, 60, 61, 65, 66, 68, 69},
{6, 10, 14, 15, 18, 19, 22, 23, 24, 25, 29, 33, 45, 46, 49, 53, 65, 67, 68, 70},
{1, 3, 5, 13, 17, 18, 26, 33, 43, 47, 50, 54, 55, 56, 59, 60, 61, 62, 65, 66},
{1, 3, 6, 12, 14, 16, 17, 18, 26, 36, 37, 39, 43, 45, 51, 52, 56, 63, 68, 69},
{4, 11, 14, 17, 18, 23, 24, 26, 27, 29, 31, 37, 38, 39, 44, 48, 52, 54, 68, 70},
{3, 5, 8, 14, 15, 24, 28, 31, 33, 38, 42, 43, 44, 49, 50, 52, 56, 61, 67, 70},
{4, 5, 7, 8, 10, 12, 13, 21, 27, 30, 35, 36, 37, 39, 41, 43, 52, 62, 64, 66},
{8, 9, 12, 13, 17, 19, 23, 24, 30, 32, 33, 38, 39, 43, 46, 49, 50, 55, 56, 63},
{3, 12, 13, 17, 19, 22, 24, 31, 44, 45, 46, 50, 52, 53, 56, 57, 61, 62, 69, 70},
{5, 17, 18, 23, 30, 31, 35, 36, 39, 41, 44, 45, 50, 52, 61, 64, 65, 66, 67, 69},
{3, 4, 6, 12, 13, 19, 20, 21, 26, 35, 36, 37, 38, 39, 40, 44, 51, 55, 57, 68},
{5, 10, 14, 15, 22, 27, 29, 31, 35, 36, 39, 40, 42, 45, 46, 48, 52, 54, 56, 66},
{2, 4, 8, 9, 12, 15, 18, 20, 22, 23, 26, 31, 40, 41, 43, 47, 55, 60, 64, 68},
{1, 3, 4, 7, 8, 11, 17, 25, 27, 29, 30, 37, 40, 46, 51, 54, 64, 65, 69, 70},
{5, 9, 12, 13, 14, 17, 19, 23, 28, 32, 38, 39, 40, 41, 42, 48, 49, 54, 60, 64},
{2, 7, 8, 13, 15, 17, 18, 20, 22, 25, 27, 29, 32, 34, 40, 43, 50, 59, 61, 66},
{10, 13, 15, 17, 20, 24, 29, 30, 33, 35, 38, 42, 46, 47, 48, 50, 53, 66, 68, 70},
{2, 3, 5, 6, 7, 12, 13, 19, 22, 24, 26, 32, 45, 48, 53, 57, 59, 61, 65, 69},
{5, 6, 7, 10, 16, 27, 32, 34, 36, 42, 44, 45, 49, 51, 52, 53, 59, 61, 68, 70},
{3, 4, 6, 10, 12, 13, 15, 17, 18, 19, 21, 24, 33, 34, 40, 46, 49, 64, 67, 69},
{6, 7, 10, 11, 12, 20, 23, 24, 27, 31, 34, 36, 38, 41, 47, 52, 55, 62, 65, 70},
{1, 4, 12, 21, 22, 23, 24, 34, 35, 38, 41, 47, 49, 55, 58, 60, 63, 65, 66, 70},
{2, 3, 4, 7, 12, 15, 19, 23, 29, 30, 35, 36, 38, 39, 40, 42, 43, 44, 45, 63},
{1, 7, 8, 11, 13, 16, 21, 22, 27, 32, 34, 35, 37, 49, 53, 54, 56, 57, 63, 65},
{4, 6, 10, 12, 17, 19, 23, 27, 28, 33, 36, 40, 45, 46, 50, 53, 57, 63, 68, 70},
{2, 6, 8, 9, 14, 19, 29, 30, 32, 38, 39, 41, 42, 45, 47, 54, 60, 64, 67, 70},
{12, 16, 17, 19, 27, 31, 34, 35, 36, 39, 41, 45, 47, 49, 53, 54, 57, 62, 68, 69},
{2, 6, 7, 10, 15, 18, 20, 21, 28, 32, 35, 40, 44, 47, 49, 52, 55, 59, 67, 70},
{1, 3, 5, 12, 13, 17, 19, 28, 29, 31, 32, 40, 47, 48, 53, 56, 58, 59, 64, 65},
{1, 2, 8, 9, 12, 17, 21, 24, 30, 31, 32, 34, 37, 41, 43, 45, 49, 51, 66, 70},
{5, 10, 13, 17, 18, 20, 23, 31, 32, 36, 39, 42, 43, 46, 48, 52, 55, 58, 64, 67},
{3, 4, 6, 7, 10, 12, 15, 19, 31, 33, 34, 43, 44, 45, 46, 51, 53, 55, 63, 69},
{2, 3, 5, 6, 10, 13, 18, 20, 22, 28, 29, 31, 34, 35, 44, 46, 52, 54, 55, 63},
{2, 4, 8, 12, 14, 16, 19, 22, 26, 32, 33, 38, 42, 43, 46, 49, 53, 62, 67, 69},
{2, 5, 8, 11, 12, 13, 15, 22, 24, 25, 27, 37, 38, 51, 57, 62, 64, 67, 68, 70},
{5, 6, 8, 10, 14, 17, 18, 24, 26, 28, 29, 36, 46, 48, 52, 57, 58, 64, 69, 70},
{3, 5, 6, 9, 14, 15, 16, 25, 27, 29, 37, 42, 43, 47, 48, 51, 52, 67, 68, 69},
{3, 8, 18, 19, 26, 32, 37, 39, 40, 41, 42, 46, 47, 48, 51, 53, 54, 59, 61, 67},
{1, 4, 8, 10, 11, 22, 28, 29, 34, 35, 42, 46, 49, 56, 57, 58, 62, 63, 65, 66},
{4, 8, 14, 16, 18, 24, 26, 28, 29, 34, 39, 40, 43, 46, 51, 64, 65, 66, 69, 70},
{2, 8, 14, 16, 17, 18, 20, 27, 30, 31, 33, 35, 38, 40, 45, 54, 57, 58, 67, 68},
{3, 7, 11, 12, 16, 19, 23, 28, 31, 36, 38, 42, 43, 47, 49, 52, 56, 60, 61, 68},
{1, 5, 12, 16, 17, 18, 21, 23, 33, 37, 38, 40, 41, 51, 53, 58, 60, 63, 68, 70},
{4, 6, 12, 14, 17, 21, 25, 26, 30, 31, 35, 38, 40, 41, 44, 47, 55, 57, 58, 62},
{1, 5, 11, 17, 20, 21, 25, 26, 28, 29, 33, 35, 37, 41, 46, 55, 56, 57, 63, 65},
{2, 3, 11, 16, 18, 19, 22, 25, 29, 32, 37, 50, 53, 62, 63, 64, 65, 68, 69, 70},
{13, 18, 21, 30, 31, 33, 34, 38, 39, 41, 42, 48, 50, 52, 55, 58, 65, 67, 68, 70},
{1, 3, 8, 12, 18, 19, 23, 24, 31, 34, 36, 39, 42, 45, 52, 54, 55, 56, 65, 68},
{6, 7, 9, 12, 14, 15, 19, 21, 30, 34, 36, 37, 39, 42, 44, 50, 59, 66, 69, 70},
{1, 2, 5, 9, 16, 22, 32, 34, 35, 36, 41, 47, 48, 56, 57, 58, 62, 65, 67, 68},
{2, 4, 6, 9, 15, 17, 18, 36, 37, 42, 43, 45, 48, 50, 51, 60, 62, 63, 66, 69},
{7, 9, 13, 15, 19, 21, 23, 24, 25, 26, 34, 35, 40, 44, 46, 48, 50, 54, 59, 61},
{1, 4, 6, 8, 9, 12, 17, 21, 24, 25, 38, 44, 45, 51, 56, 57, 58, 61, 62, 63},
{3, 10, 15, 20, 23, 25, 30, 31, 33, 34, 36, 40, 50, 52, 54, 59, 62, 66, 67, 68},
{2, 3, 12, 15, 17, 23, 25, 29, 31, 33, 38, 43, 45, 46, 47, 53, 61, 63, 64, 70},
{4, 7, 8, 9, 12, 13, 16, 23, 30, 32, 35, 36, 37, 44, 53, 54, 59, 68, 69, 70},
{7, 8, 15, 19, 20, 24, 30, 33, 41, 44, 46, 47, 53, 56, 57, 59, 61, 62, 65, 70},
{5, 6, 9, 11, 24, 30, 31, 32, 35, 37, 38, 41, 45, 48, 54, 55, 56, 57, 63, 64},
{1, 2, 10, 11, 12, 25, 27, 29, 31, 32, 36, 37, 43, 48, 50, 51, 53, 58, 59, 68},
{8, 10, 14, 18, 19, 21, 24, 28, 29, 37, 38, 41, 43, 46, 49, 53, 55, 61, 69, 70},
{1, 2, 4, 6, 9, 11, 12, 17, 19, 21, 24, 27, 38, 40, 41, 44, 57, 62, 65, 69},
{2, 10, 12, 16, 17, 24, 27, 28, 30, 34, 40, 46, 48, 49, 51, 52, 56, 57, 62, 65},
{1, 4, 9, 10, 15, 24, 26, 28, 29, 41, 42, 44, 48, 50, 54, 56, 57, 62, 66, 69},
{3, 4, 19, 20, 21, 23, 24, 31, 32, 37, 40, 41, 45, 47, 50, 51, 52, 66, 67, 69},
{2, 3, 7, 9, 10, 12, 13, 17, 26, 27, 30, 34, 37, 39, 52, 57, 60, 61, 64, 65},
{7, 9, 15, 23, 25, 28, 30, 32, 41, 42, 44, 48, 52, 53, 55, 57, 58, 62, 66, 67},
{3, 4, 5, 7, 12, 23, 25, 26, 32, 36, 39, 40, 43, 49, 52, 53, 62, 66, 68, 69},
{2, 3, 4, 9, 11, 12, 13, 14, 15, 18, 19, 23, 27, 30, 44, 45, 58, 59, 61, 68},
{8, 13, 19, 20, 21, 23, 25, 26, 35, 37, 38, 39, 46, 50, 52, 54, 60, 63, 67, 68},
{2, 6, 8, 14, 16, 19, 20, 26, 30, 36, 39, 44, 45, 47, 48, 49, 51, 52, 62, 70},
{1, 2, 8, 11, 13, 18, 19, 20, 27, 35, 37, 38, 44, 51, 55, 57, 59, 61, 66, 69},
{1, 4, 9, 12, 16, 22, 24, 31, 33, 35, 36, 44, 45, 47, 48, 52, 59, 63, 64, 65},
{1, 5, 6, 11, 12, 14, 17, 27, 29, 30, 31, 39, 41, 42, 43, 46, 52, 57, 61, 62},
